order_id,customer_id,order_date,order_status,payment_method
57770,123,2025-04-04,Delivered,Credit Card
57464,108,2024-10-14,Delivered,UPI
51956,93,2025-04-12,Delivered,upi
52487,777,19/10/2024,Delivered,Debit Card
55436,140,13/08/2026,Cancelled,UPI
57601,792,2025-02-16,Delivered,UPI
55033,943,01-10-2025,DELIVERED,UPI
53659,277,03-08-2024,Delivered,Cod
50375,641,07-09-2025,Delivered,Net Banking
52658,506,2026-07-10,Delivered,UPI
57966,106,2025-09-19,Delivered,Net Banking
52126,22,31-05-2026,Delivered,Net Banking
52509,204,05/07/2025,Delivered,Credit Card
57229,890,17/01/2026,Delivered,UPI
51297,1050,10-05-2024,Delivered,COD
56628,9,2026-07-28,Delivered,UPI
54989,223,01/04/2024,Delivered,COD
54248,1025,2024-09-29,Delivered,Debit Card
50671,444,2026-03-24,Delivered,UPI
54926,118,02/01/2024,Pending,Debit Card
52967,903,28-07-2024,Delivered,Credit Card
52621,44,2026-03-01,Delivered,Credit Card
54020,306,2024-12-02,RETURNED,Debit Card
51208,548,05-06-2024,DELIVERED,Net Banking
55132,1047,04-07-2026,Delivered,COD
55871,428,2025-07-05,Delivered,COD
54096,231,15/02/2024,DELIVERED,Credit Card
55208,374,14/03/2026,Delivered,Debit Card
52016,238,27/05/2025,Cancelled,UPI
55371,1076,14-03-2025,Delivered,UPI
56721,1054,2025-06-13,Delivered,COD
50288,378,06/05/2024,Cancelled,DEBIT CARD
57434,127,06-09-2024,Delivered,UPI
52367,1058,22/02/2024,Delivered,Net Banking
54245,289,12/08/2025,Delivered,Credit Card
51234,95,2026-04-25,Cancelled,Debit Card
53204,417,06/11/2024,Delivered,UPI
54290,918,28/10/2025,Delivered,Credit Card
54843,342,2026-01-24,Delivered,Debit Card
57324,143,21/12/2025,delivered,UPI
55648,562,12/07/2025,Delivered,Debit Card
51177,581,05/05/2024,Cancelled,Credit Card
53095,492,2024-03-13,Delivered,Debit Card
55708,553,2025-09-22,,Credit Card
55572,203,26/06/2025,Delivered,Credit Card
56217,50,12-04-2024,Returned,UPI
56041,507,2025-11-25,Delivered,UPI
53120,386,15-07-2024,Cancelled,Credit Card
55957,54,2026-06-13,Delivered,Credit Card
55230,51,2025-06-24,Delivered,UPI
55698,198,2025-05-11,Pending,Net Banking
52018,176,2026-08-29,Delivered,Net Banking
52218,69,25/11/2025,DELIVERED,COD
52549,479,30/10/2025,Delivered,UPI
53622,659,19/01/2026,Delivered,UPI
57926,780,2026-03-14,Delivered,UPI
51547,42,2024-03-04,Delivered,CREDIT CARD
54920,704,16-01-2026,Delivered,UPI
50294,306,2025-02-21,CANCELLED,UPI
51076,159,08-01-2026,Delivered,UPI
53010,125,2024-02-02,Delivered,Credit Card
52532,522,04-04-2026,Pending,Credit Card
52648,270,13/12/2024,Delivered,UPI
50885,64,25-01-2026,Delivered,UPI
56499,139,26-02-2026,Cancelled,Net Banking
51865,532,17/04/2025,Delivered,UPI
56557,2,2026-07-20,Delivered,Credit Card
53923,693,2025-03-27,Cancelled,Net Banking
53828,361,2024-03-13,Delivered,Credit Card
52735,490,14/08/2024,Delivered,UPI
55583,244,08-02-2024,Cancelled,Credit Card
54820,20,2025-03-31,Delivered,UPI
53656,20,2025-02-26,Delivered,Debit Card
56448,1029,2026-05-04,,Credit Card
53130,178,2025-06-22,Delivered,Credit Card
51350,673,2025-09-30,Delivered,COD
56514,17,29/04/2026,Delivered,UPI
57137,89,2025-08-19,Delivered,Debit Card
51979,45,01-08-2026,Returned,Net Banking
56169,83,28/05/2026,RETURNED,Credit Card
54714,40,2026-03-22,Delivered,COD
50968,348,04/05/2024,Returned,Debit Card
51513,490,13-08-2024,Delivered,Debit Card
54680,294,2025-01-08,Pending,Credit Card
55444,775,06-12-2024,Cancelled,COD
53358,161,2026-05-31,Delivered,Credit Card
50941,97,09/07/2026,Delivered,Net Banking
56323,248,2025-11-17,Returned,Credit Card
56988,56,07-10-2025,Delivered,Debit Card
52637,119,2025-07-11,Delivered,UPI
54434,279,15-08-2026,Delivered,UPI
56196,312,25-03-2025,Delivered,UPI
53265,64,2024-10-31,Delivered,COD
50987,9,05/11/2024,Delivered,Credit Card
53036,372,08-04-2024,Delivered,
57697,131,2026-01-31,Delivered,Debit Card
50604,112,2024-07-27,Delivered,UPI
51263,363,09/02/2025,Delivered,Credit Card
56436,876,18/05/2026,Delivered,Credit Card
56264,23,2026-02-19,Delivered,Debit Card
57674,357,04/06/2026,Delivered,Credit Card
53057,830,07/04/2025,Delivered,Credit Card
53560,89,2024-10-17,Delivered,UPI
55608,566,12/01/2024,Delivered,UPI
56649,438,28/10/2024,Delivered,Net Banking
52058,1013,14/01/2026,returned,UPI
54326,447,2024-08-06,Delivered,Net Banking
51888,54,2026-08-18,Delivered,Debit Card
51627,7,2024-01-22,Delivered,COD
56287,937,2026-02-11,Pending,Credit Card
57329,11,01-07-2026,Delivered,UPI
52956,257,08-11-2024,Delivered,Debit Card
55784,23,03-10-2025,Delivered,UPI
56717,847,2024-07-30,DELIVERED,Net Banking
50747,133,14/06/2024,Delivered,UPI
51023,892,19-10-2025,Delivered,UPI
51506,201,17-07-2025,Delivered,Net Banking
53513,497,10-07-2026,Cancelled,Credit Card
51476,723,01-10-2024,Delivered,UPI
52006,733,2025-05-23,Delivered,COD
50914,37,26-03-2024,Pending,Debit Card
56492,390,2026-04-19,Delivered,UPI
53503,920,2025-07-13,Delivered,cod
54637,1057,2024-12-16,Delivered,Debit Card
55017,173,2026-08-12,Returned,net banking
54556,397,2026-06-12,Delivered,UPI
52764,812,2025-11-11,DELIVERED,Net Banking
53603,298,2024-05-30,Delivered,Net Banking
51147,120,06/06/2024,Delivered,Debit Card
51533,498,2025-01-27,Delivered,Credit Card
52267,14,08/09/2025,Pending,UPI
53854,108,2025-12-21,Delivered,Debit Card
50477,402,27/10/2024,Delivered,Net Banking
56525,781,2024-10-18,Delivered,Debit Card
55077,367,2026-08-05,pending,COD
52387,12,2024-10-05,Delivered,
56997,736,2025-03-11,Delivered,COD
55711,245,07/08/2026,Delivered,UPI
53026,174,2025-11-21,Delivered,COD
52039,806,11-03-2024,delivered,Debit Card
52011,390,2026-03-13,Returned,DEBIT CARD
57981,573,2024-09-13,Delivered,credit card
54345,350,11/04/2026,Delivered,Credit Card
53160,306,2024-06-12,Delivered,Debit Card
57196,59,2026-04-17,Delivered,UPI
56245,571,03/08/2026,Delivered,Credit Card
53482,1058,18-09-2024,Delivered,Credit Card
57786,608,2024-11-30,Delivered,Credit Card
51863,784,2026-04-01,Delivered,Net Banking
56451,567,2026-06-02,Delivered,
57812,60,2024-10-12,Delivered,UPI
51773,96,06-04-2024,Delivered,Credit Card
51494,104,09/03/2026,Delivered,Debit Card
50258,250,2024-04-06,Delivered,Net Banking
56136,846,24-04-2024,Delivered,Credit Card
53157,497,01/10/2024,Delivered,Debit Card
57392,266,2025-11-16,Delivered,UPI
54355,143,2025-05-10,delivered,UPI
52991,1031,2026-04-25,Delivered,Credit Card
56929,280,2024-01-05,Delivered,Debit Card
54112,36,08-01-2024,Delivered,UPI
57079,70,2024-05-05,Cancelled,COD
53257,1065,31/01/2026,Delivered,Credit Card
54070,66,05/07/2024,Delivered,COD
57497,522,09/04/2026,Delivered,UPI
53882,148,13-11-2025,Delivered,Debit Card
54127,721,2024-11-07,Delivered,UPI
52243,659,09/11/2025,Delivered,Net Banking
52771,46,21/06/2026,Delivered,Credit Card
50817,508,2024-02-21,Delivered,UPI
57291,721,13/07/2025,Delivered,UPI
57799,107,21-07-2025,Delivered,Credit Card
56101,1074,30-05-2024,Delivered,Debit Card
53535,193,2024-07-19,Delivered,UPI
55988,44,10-07-2024,,Upi
52436,290,2024-07-16,Pending,Net Banking
54424,992,2024-04-30,Cancelled,Debit Card
53548,961,29-12-2025,Delivered,Credit Card
57612,63,05-03-2024,Delivered,COD
51321,32,25/01/2024,Delivered,UPI
57533,494,2024-06-20,Delivered,Credit Card
56590,182,22-10-2024,Delivered,Credit Card
50933,8,08/05/2025,Delivered,UPI
52744,9,2025-09-25,Delivered,Debit Card
50614,385,2024-02-11,Delivered,UPI
54796,413,10/09/2025,Delivered,UPI
57152,1033,16-12-2024,Delivered,Net Banking
52622,195,09/05/2025,Pending,Debit Card
54491,719,2026-07-17,Delivered,Credit Card
53652,213,2024-02-15,Delivered,Debit Card
55917,2,28/07/2024,Delivered,UPI
55283,267,2024-10-08,Delivered,Credit Card
57983,3,16-04-2024,Delivered,Credit Card
55189,496,22-07-2025,Delivered,UPI
51129,163,2026-05-08,Cancelled,UPI
54455,4,2025-06-08,Delivered,COD
57306,468,27/09/2024,Pending,UPI
55860,608,08/03/2026,Cancelled,debit card
53802,271,04/10/2024,DELIVERED,COD
56758,778,27-08-2026,Cancelled,UPI
55285,12,2025-04-17,Delivered,UPI
55899,148,2025-03-04,Delivered,Debit Card
50881,384,02/01/2024,Delivered,Upi
54369,459,07/01/2025,Delivered,Credit Card
51948,573,13-06-2024,Delivered,UPI
57036,92,01-12-2025,Delivered,UPI
55272,274,17/12/2024,Delivered,UPI
55660,378,2026-03-29,Delivered,Net Banking
56435,2,2026-04-04,Delivered,UPI
50929,381,18/08/2026,Delivered,Credit Card
57233,377,12-11-2025,DELIVERED,UPI
52255,277,05/12/2024,Delivered,UPI
51217,474,11/06/2025,Delivered,UPI
56742,280,2026-06-07,Delivered,Credit Card
52949,255,2024-06-30,DELIVERED,UPI
51361,137,2025-03-19,Delivered,upi
55926,865,18-12-2025,Delivered,Net Banking
50438,68,2026-01-20,Delivered,Cod
57089,991,2026-03-19,Delivered,UPI
51843,480,28/03/2024,Delivered,Credit Card
50993,168,2025-07-03,DELIVERED,Net Banking
55802,465,04-11-2025,Delivered,UPI
57379,109,24-08-2026,Delivered,UPI
52675,135,03/01/2025,Delivered,Credit Card
50187,307,12-11-2025,,Debit Card
53778,140,21/06/2025,Delivered,UPI
50867,726,2025-07-16,delivered,COD
53573,168,09/05/2026,Delivered,UPI
54363,331,26-02-2024,delivered,COD
54672,28,08/03/2026,Delivered,Credit Card
51032,228,05-03-2024,Delivered,COD
56553,294,18/10/2025,Pending,Credit Card
57443,772,2026-06-19,Delivered,Debit Card
50458,752,2026-01-20,Delivered,UPI
56148,770,2024-07-26,Delivered,UPI
54171,1024,2026-08-25,Delivered,Debit Card
57668,108,2026-04-17,Delivered,UPI
56629,659,06/07/2026,Delivered,UPI
56935,296,03-05-2024,Delivered,Credit Card
52277,17,2024-03-23,Cancelled,Upi
56830,344,2024-08-06,Cancelled,UPI
50124,862,26/08/2024,Returned,UPI
56922,9,2025-10-25,Delivered,Debit Card
53298,130,23-06-2026,Returned,Credit Card
52184,91,2025-09-14,Delivered,Upi
53253,92,23/06/2026,Delivered,COD
55565,688,12/04/2026,CANCELLED,Credit Card
57394,342,2024-03-15,Cancelled,COD
51051,207,2024-06-22,Delivered,Credit Card
55510,2,24/02/2025,Pending,UPI
52687,1012,28-04-2024,DELIVERED,UPI
54834,11,25/01/2026,Cancelled,UPI
55093,73,24/04/2024,Delivered,
53134,492,27-12-2025,Delivered,UPI
50924,100,22/10/2025,Delivered,DEBIT CARD
56346,976,03-07-2026,Delivered,UPI
57405,673,13/06/2026,Delivered,COD
51107,261,2025-07-02,Delivered,Credit Card
56262,893,2025-11-27,Cancelled,UPI
52816,77,2024-11-10,Delivered,UPI
52094,752,2025-06-26,Delivered,UPI
51503,301,15-02-2026,Delivered,Debit Card
52192,71,09/02/2025,Delivered,Net Banking
51505,537,19-05-2024,Delivered,UPI
54470,840,14-02-2026,DELIVERED,UPI
53723,640,14/01/2025,delivered,Credit Card
52145,848,19/12/2025,Delivered,COD
56166,32,26/06/2025,Returned,
57358,84,2024-09-07,Delivered,COD
56294,7,31/01/2026,Delivered,UPI
50066,340,2025-04-06,DELIVERED,upi
56171,407,2024-10-13,Cancelled,net banking
52300,874,04/06/2024,Delivered,Net Banking
57484,319,16-12-2025,Delivered,Debit Card
54526,89,2026-03-09,Pending,UPI
50925,9,2026-04-21,Delivered,Debit Card
57308,878,25-09-2024,Delivered,UPI
51523,702,20/03/2024,Delivered,CREDIT CARD
56763,483,31/01/2024,Delivered,UPI
52345,465,26/08/2026,Delivered,COD
52383,73,2024-09-12,Delivered,UPI
57199,10,16-05-2025,Delivered,COD
51825,109,29-11-2025,Delivered,Credit Card
51390,124,18/02/2025,Delivered,UPI
50009,398,23/08/2026,Cancelled,COD
57539,292,2024-03-03,Delivered,UPI
56877,101,2024-05-24,Delivered,Debit Card
50511,548,19/12/2025,Delivered,Debit Card
55042,441,29-01-2024,Delivered,
53730,94,2024-02-14,delivered,UPI
54249,28,21/02/2024,Delivered,UPI
57753,183,24/03/2025,Delivered,UPI
53526,170,30/05/2026,Delivered,Debit Card
50952,109,2026-05-11,Delivered,Credit Card
52120,1024,24/01/2024,Pending,Credit Card
52653,836,29-11-2024,Cancelled,COD
57447,420,26-07-2024,Delivered,COD
54117,75,09-05-2026,,UPI
55174,269,05/02/2024,Cancelled,Debit Card
56084,1009,2025-04-23,Delivered,Credit Card
54856,435,03-02-2024,Returned,Debit Card
50279,1048,2026-04-04,Pending,Debit Card
57527,503,28/06/2026,Returned,UPI
53045,282,2025-02-21,Delivered,COD
50424,966,20-08-2025,Delivered,Cod
53312,145,2025-02-06,delivered,UPI
52363,982,28/03/2025,Pending,Credit Card
56471,217,06-10-2025,Delivered,Debit Card
53961,773,2025-03-17,Delivered,Debit Card
57543,24,27/06/2025,Pending,Credit Card
52242,313,2024-11-04,Returned,Debit Card
53677,121,2024-06-13,Delivered,UPI
57244,1025,24-07-2026,Cancelled,Credit Card
50804,249,2025-11-05,Delivered,COD
50399,971,2026-06-21,Delivered,UPI
53678,3,2025-10-01,Delivered,UPI
51794,42,2024-06-11,Delivered,UPI
52128,122,09-10-2024,Delivered,Credit Card
55172,107,2024-03-12,Delivered,Net Banking
55527,409,15/07/2025,Delivered,COD
52748,364,2024-02-28,Delivered,Net Banking
56770,511,25/05/2025,Cancelled,Debit Card
55508,398,2025-02-11,delivered,debit card
55649,126,19-07-2025,Returned,UPI
57583,665,02-08-2025,Delivered,UPI
56958,432,2026-04-28,Delivered,UPI
50483,33,07/04/2024,Delivered,COD
51319,511,20-08-2026,delivered,UPI
52327,37,2025-06-19,pending,Debit Card
50902,239,2026-03-27,Delivered,Debit Card
53974,116,02/04/2025,Delivered,UPI
50644,317,2024-07-02,Delivered,COD
53541,640,26-03-2024,Delivered,UPI
57662,243,03-03-2025,DELIVERED,Credit Card
54612,657,2025-07-15,Delivered,UPI
50615,227,2024-07-07,pending,UPI
57371,238,2026-03-17,Delivered,COD
51365,6,2026-05-21,Delivered,UPI
57843,93,10/08/2025,Delivered,Credit Card
57168,95,2026-03-23,delivered,UPI
51095,178,18/08/2026,Delivered,UPI
50081,376,09/07/2025,Returned,Credit Card
56443,777,2026-06-28,Delivered,UPI
57633,337,2024-05-16,Delivered,UPI
50762,133,2025-08-02,Pending,Debit Card
52504,51,16-08-2026,Delivered,UPI
53163,1001,2025-01-03,Pending,Credit Card
53518,143,12/07/2026,CANCELLED,UPI
53492,342,07/03/2026,Delivered,UPI
51877,590,18-11-2025,Delivered,UPI
55688,26,23-11-2025,Cancelled,upi
56140,1015,2024-05-25,Delivered,Debit Card
56058,1042,20-07-2025,Delivered,Debit Card
51079,84,2025-04-19,Delivered,Net Banking
55681,120,16/12/2025,Pending,Net Banking
57354,754,09/12/2025,Delivered,UPI
51600,479,2025-12-16,Delivered,UPI
53491,150,28/02/2024,Pending,Debit Card
56982,124,18/12/2025,Delivered,COD
50623,50,24/06/2026,Returned,Net Banking
51822,260,10-07-2025,delivered,Cod
54515,135,13/05/2026,Delivered,UPI
51882,62,26-08-2024,Delivered,UPI
56983,20,2024-10-02,CANCELLED,UPI
54010,38,24/08/2026,Cancelled,Credit Card
52561,948,2025-06-07,Cancelled,Credit Card
55821,1062,15-01-2024,Delivered,Credit Card
52789,576,2024-04-16,DELIVERED,UPI
56685,4,2025-03-19,Cancelled,UPI
56201,925,02/02/2024,Delivered,debit card
52590,231,2026-08-26,Delivered,Credit Card
50072,222,16/06/2024,Pending,COD
55611,133,2025-06-13,Delivered,UPI
57995,367,18-04-2024,Delivered,Credit Card
55765,927,27/09/2025,Delivered,Credit Card
50173,55,2026-07-05,Delivered,COD
54987,881,2024-09-05,Delivered,Credit Card
54966,53,2025-04-24,Delivered,Credit Card
55929,421,21/04/2025,Cancelled,Upi
54645,414,2025-05-12,Delivered,Net Banking
54336,940,16/08/2026,delivered,UPI
51679,74,30/08/2025,Delivered,UPI
51646,354,2024-05-18,,Credit Card
50199,397,29/05/2024,Delivered,Credit Card
52788,98,19/04/2024,Delivered,Credit Card
50341,1072,2024-03-19,Pending,UPI
53837,438,30/07/2025,delivered,UPI
55633,354,2026-02-24,,Credit Card
55995,472,2026-06-20,Cancelled,Credit Card
55676,106,08/10/2024,Delivered,COD
51810,28,2024-05-11,delivered,Debit Card
54545,659,24/11/2025,Delivered,Credit Card
52420,44,2024-05-30,Delivered,COD
56497,364,2024-04-07,Delivered,COD
54193,1041,08-01-2025,Delivered,Credit Card
54709,409,19/07/2026,Delivered,UPI
55468,482,2025-10-13,Delivered,Debit Card
55465,295,27/02/2025,Delivered,COD
52987,103,14/05/2024,Returned,UPI
50982,96,23-07-2025,Delivered,UPI
54713,102,19/05/2024,DELIVERED,Net Banking
56566,798,2026-08-20,Delivered,UPI
56468,175,2025-10-23,Delivered,
51660,747,2024-02-22,Delivered,UPI
53527,871,2024-10-15,Delivered,Debit Card
57449,270,2024-09-04,Cancelled,Credit Card
53062,62,2024-09-12,Delivered,Credit Card
50798,273,2026-05-06,DELIVERED,COD
51749,173,2025-09-06,Delivered,Credit Card
56067,250,27/02/2026,delivered,Credit Card
50261,283,18-02-2025,Cancelled,COD
50282,665,11/06/2026,Delivered,Debit Card
54075,147,28/06/2026,Delivered,Debit Card
53940,872,2026-01-11,Delivered,Debit Card
51677,984,16-08-2026,Delivered,Debit Card
56641,19,21/07/2024,Cancelled,UPI
52287,922,2024-09-29,delivered,UPI
54692,141,2025-02-28,Delivered,UPI
54928,388,22-07-2026,Delivered,Credit Card
51824,121,2025-03-15,Delivered,UPI
56234,506,28-11-2024,Delivered,UPI
52935,529,19/01/2025,Cancelled,upi
52382,992,16/12/2024,Pending,Credit Card
52853,794,19/09/2024,Delivered,Credit Card
57433,88,19-08-2026,Pending,UPI
54882,454,17/11/2025,Delivered,UPI
50837,404,19-02-2025,Delivered,UPI
56987,71,2025-10-20,Delivered,UPI
51276,38,2025-04-21,Delivered,UPI
53295,39,2026-07-04,Cancelled,UPI
56173,291,15-06-2024,Delivered,UPI
53830,312,2025-05-08,,COD
55943,69,01/11/2025,Pending,
51859,47,11-10-2025,Delivered,UPI
55461,700,2026-07-10,Delivered,UPI
52459,42,2024-02-20,Cancelled,Credit Card
51927,252,23-07-2026,Delivered,UPI
51118,77,2025-08-04,Delivered,UPI
54544,623,2025-02-21,Delivered,UPI
57647,30,2026-07-10,Delivered,UPI
50877,607,2025-06-20,DELIVERED,UPI
50871,365,2024-03-01,Delivered,UPI
50088,521,2025-03-13,Delivered,UPI
53849,111,2025-06-12,Delivered,COD
55582,254,08/05/2026,DELIVERED,UPI
50541,19,07/10/2024,Delivered,UPI
52241,307,2025-07-25,Pending,UPI
56884,827,2025-12-20,Delivered,UPI
54456,494,21/03/2024,Pending,UPI
56010,464,21-11-2024,Delivered,Net Banking
50677,203,12/04/2024,Returned,UPI
51050,135,2025-07-04,Cancelled,COD
56486,65,28/08/2024,PENDING,Credit Card
54678,917,01/01/2025,Delivered,UPI
51697,102,2025-07-18,Delivered,COD
50505,476,26-02-2026,Delivered,UPI
54807,437,18/07/2026,Delivered,Debit Card
50937,454,04-10-2025,Delivered,UPI
53467,128,28-07-2025,Delivered,CREDIT CARD
57188,144,24-01-2026,Delivered,UPI
57211,390,2025-05-18,Delivered,UPI
56570,606,31/12/2024,DELIVERED,COD
56633,330,2025-10-02,Returned,Credit Card
52838,114,06/01/2026,Delivered,UPI
56693,444,16/01/2024,Delivered,Credit Card
57549,104,17/10/2024,Delivered,Credit Card
55792,397,2026-04-30,Cancelled,COD
53132,227,17/09/2025,Delivered,Debit Card
52854,313,23-05-2026,delivered,UPI
56097,90,19/12/2024,Pending,Credit Card
53891,589,2024-05-11,Delivered,COD
53660,456,2026-08-13,Returned,Debit Card
52770,218,2024-05-30,Delivered,COD
53698,148,18/10/2024,Delivered,Credit Card
52655,861,2024-12-27,delivered,COD
50936,978,19/01/2025,Delivered,UPI
52163,374,2024-07-10,Delivered,UPI
51853,85,2025-05-14,Delivered,Credit Card
55070,1048,2024-11-15,Delivered,Credit Card
54923,59,09-04-2024,delivered,UPI
53773,39,11/10/2024,Delivered,Debit Card
56062,178,2024-07-04,Pending,UPI
56045,426,2025-06-27,Delivered,Credit Card
51293,41,26-09-2025,Delivered,COD
54506,98,22-06-2024,Delivered,UPI
54978,788,2025-06-11,Delivered,
54555,876,2025-03-12,Delivered,UPI
50846,728,19/04/2025,cancelled,Credit Card
56875,207,03-02-2025,Delivered,Credit Card
53421,81,2024-12-15,Delivered,UPI
57862,200,13/04/2024,delivered,Net Banking
52794,362,08/04/2024,DELIVERED,UPI
56776,129,2025-03-14,Delivered,Credit Card
54405,440,2025-09-05,Delivered,Credit Card
57312,744,2025-11-02,Delivered,Credit Card
50643,141,07/06/2026,Delivered,UPI
54498,293,2024-02-20,Delivered,UPI
57978,39,02/08/2024,,UPI
56562,163,2026-05-01,Delivered,UPI
55450,311,29/11/2025,delivered,UPI
51192,296,24/03/2026,delivered,UPI
52400,100,15/03/2024,Delivered,Debit Card
50588,68,23-03-2025,Delivered,Credit Card
52231,1016,10/06/2026,Delivered,Net Banking
52190,773,2025-02-27,Delivered,Debit Card
51592,323,24/01/2025,Delivered,Debit Card
51438,102,2025-02-01,Delivered,Credit Card
53113,992,24-04-2025,Delivered,Credit Card
57369,24,2024-06-16,Delivered,Debit Card
56385,310,2025-12-25,Delivered,UPI
52315,596,19/09/2025,Delivered,Credit Card
57805,330,04-01-2026,Delivered,UPI
51485,920,29/03/2024,Delivered,UPI
51765,171,26/02/2024,Delivered,UPI
55086,722,26-05-2025,Pending,COD
54266,817,2025-09-07,Delivered,UPI
51397,1038,2025-02-26,Cancelled,
51264,185,17-04-2025,Delivered,UPI
51957,826,24/04/2024,Delivered,COD
50571,821,19/03/2024,Delivered,Debit Card
55277,342,18-03-2026,Returned,Credit Card
50125,240,07/12/2024,Delivered,Debit Card
51271,76,2024-04-21,Delivered,Debit Card
56556,96,13/01/2024,Cancelled,COD
55247,200,2025-05-25,Delivered,UPI
54944,610,2024-09-15,Delivered,CREDIT CARD
55693,158,17/06/2026,Cancelled,Credit Card
51721,896,2026-03-09,Delivered,UPI
55303,952,2025-06-25,Cancelled,UPI
54577,853,2025-09-24,Delivered,CREDIT CARD
54606,202,04/03/2025,Delivered,UPI
57782,230,2026-06-14,Cancelled,Debit Card
54214,5,2024-11-06,Delivered,UPI
50161,901,11/08/2025,Delivered,Debit Card
54189,120,07-07-2025,Cancelled,UPI
57534,136,21-05-2026,Pending,Credit Card
57952,12,20-12-2025,Delivered,Debit Card
52556,983,2026-02-19,Delivered,UPI
52881,880,02/02/2025,Delivered,UPI
54846,541,2025-06-17,Pending,COD
52606,747,05/09/2025,Delivered,credit card
56127,170,2025-07-21,Delivered,COD
53497,611,30-08-2026,Returned,CREDIT CARD
51232,638,2025-10-15,Delivered,Credit Card
52183,1078,2024-03-15,Delivered,Credit Card
52551,751,2024-04-17,Delivered,Credit Card
51519,558,2024-08-01,delivered,COD
55835,304,14/07/2024,Delivered,UPI
54785,771,2026-02-02,Cancelled,Debit Card
56043,331,2024-05-26,Delivered,Debit Card
54323,304,2026-05-16,Delivered,Credit Card
51536,169,2024-03-24,Delivered,Net Banking
51496,827,14/07/2024,Delivered,credit card
55963,173,14/08/2026,Delivered,Debit Card
56082,752,14-05-2026,Delivered,Credit Card
56197,494,08/04/2026,Delivered,UPI
54941,227,22-02-2024,delivered,Net Banking
55718,295,28/03/2024,Delivered,Credit Card
51709,763,05/06/2024,Delivered,UPI
50724,895,01/12/2025,Delivered,UPI
53509,97,2026-04-01,Cancelled,UPI
57234,359,2025-06-04,Pending,Debit Card
53461,121,17-06-2024,Delivered,COD
55548,487,2024-09-27,Delivered,Credit Card
56279,39,2026-02-14,Delivered,Debit Card
51702,686,2026-01-14,Delivered,Net Banking
57807,448,2024-05-06,Delivered,UPI
51433,1070,28-03-2026,Returned,NET BANKING
56260,926,2025-09-29,Delivered,Debit Card
56057,288,2024-03-29,Delivered,UPI
53731,697,01/02/2024,Delivered,Debit Card
52820,887,2024-08-28,Delivered,UPI
51711,740,05/07/2024,Returned,upi
53371,732,10/03/2026,delivered,Credit Card
55554,438,2025-05-13,Delivered,Credit Card
56469,608,2024-01-10,Cancelled,UPI
54092,983,09/11/2025,Delivered,DEBIT CARD
51176,64,2025-02-14,Delivered,UPI
52685,139,20/02/2026,Delivered,UPI
52372,287,2024-01-13,Delivered,COD
53544,727,29-03-2026,Cancelled,Debit Card
54949,104,2024-08-26,Pending,UPI
56214,604,05/05/2024,Delivered,Credit Card
52968,286,2026-07-07,Delivered,UPI
55071,281,2025-11-05,Delivered,debit card
52170,55,09-08-2025,,UPI
53523,66,2025-05-14,Delivered,UPI
55279,355,2026-05-07,Delivered,UPI
51427,226,29/08/2026,Delivered,Net Banking
55782,46,2024-05-08,Cancelled,Debit Card
55084,188,15/10/2025,Cancelled,Debit Card
56848,6,2026-03-26,Delivered,Credit Card
53928,833,25/12/2024,Delivered,COD
57247,376,02-08-2024,Pending,UPI
56292,189,2025-04-09,pending,Debit Card
54439,719,14/01/2026,Delivered,UPI
57094,362,15/03/2026,DELIVERED,UPI
50852,770,16/08/2024,Delivered,UPI
55936,361,11-08-2025,Delivered,COD
55866,69,12/07/2026,Returned,DEBIT CARD
55259,322,26-07-2025,Pending,UPI
51336,570,03/07/2024,Delivered,COD
56027,378,2025-04-25,Cancelled,Debit Card
52030,342,07/07/2025,Delivered,Credit Card
55867,231,2025-08-19,Returned,Debit Card
55949,399,03/05/2025,Delivered,COD
51193,71,19/10/2024,Delivered,
57117,170,23/09/2024,Cancelled,Credit Card
53126,472,21/03/2026,Delivered,UPI
53775,396,2026-01-13,delivered,Net Banking
56422,1049,2025-05-20,Delivered,Debit Card
52263,265,2024-04-23,Delivered,Credit Card
50746,416,02/06/2025,Cancelled,UPI
56036,337,02/06/2025,Delivered,Debit Card
51387,248,17-12-2025,Pending,UPI
51639,667,04/07/2026,Returned,Upi
50755,271,03-03-2025,Delivered,UPI
57675,62,2025-09-24,Delivered,Debit Card
51216,1075,26/10/2024,Pending,Debit Card
53908,137,25-05-2026,Cancelled,UPI
56793,767,03-09-2024,Delivered,UPI
50004,887,19/05/2025,Delivered,COD
53012,131,22-02-2025,Delivered,Credit Card
55180,43,2024-09-01,Delivered,COD
56860,108,25-12-2025,Pending,UPI
56289,286,12/09/2025,Cancelled,Net Banking
54967,344,2026-03-16,Delivered,Debit Card
53341,436,07-04-2025,Delivered,Credit Card
57252,792,2025-07-23,Returned,Credit Card
50367,14,2024-08-28,Delivered,Credit Card
50221,486,2026-02-23,Delivered,UPI
57102,822,25/04/2025,Pending,UPI
54962,105,23-05-2025,Delivered,Debit Card
53395,70,08-12-2024,Pending,Net Banking
53256,975,18-03-2024,Delivered,UPI
55876,401,04/04/2024,Delivered,Credit Card
54902,138,23-06-2025,pending,UPI
56968,659,23-06-2024,Delivered,UPI
52715,478,2024-09-23,,Net Banking
50118,719,2025-09-14,Delivered,UPI
52937,240,05-12-2024,Delivered,Net Banking
