payment_id,order_id,payment_date,payment_method,payment_status
5214,55214,13-03-2024,Debit Card,Pending
4085,54085,26-05-2026,Debit Card,Pending
4626,54626,13-03-2024,COD,Paid
1633,51633,2026-03-19,upi,Paid
926,50926,17/02/2025,Debit Card,Paid
5959,55959,2025-11-02,Credit Card,Paid
3242,53242,2024-04-17,UPI,Paid
4144,54144,27-03-2026,UPI,Paid
5165,55165,14/02/2025,UPI,Paid
2529,52529,2026-05-16,Credit Card,Refunded
1785,51785,2026-03-21,Net Banking,Refunded
4216,54216,14-03-2025,Credit Card,Paid
3693,53693,2024-09-19,Credit Card,Paid
988,50988,05/05/2026,UPI,Failed
272,50272,2024-09-08,Credit Card,Paid
1895,51895,31/05/2024,COD,PAID
58,50058,2026-03-29,Credit Card,Paid
4288,54288,01/05/2026,UPI,Paid
3739,53739,2025-10-14,COD,Paid
3081,53081,2024-11-25,Credit Card,Paid
2226,52226,03/10/2025,,Paid
631,50631,19-03-2026,UPI,Paid
5904,55904,20/09/2025,UPI,Paid
141,50141,,UPI,Pending
6515,56515,14/03/2025,UPI,Paid
3291,53291,25-05-2026,UPI,Paid
550,50550,28/07/2025,UPI,Paid
2083,52083,2025-03-10,COD,Paid
6150,56150,17/02/2024,Debit Card,Refunded
7811,57811,22/08/2025,UPI,Paid
368,50368,2024-02-13,UPI,Paid
5285,55285,2025-04-17,Upi,Paid
5,50005,02/03/2026,Credit Card,Paid
5258,55258,2026-02-20,Debit Card,Paid
3210,53210,13-05-2026,debit card,Failed
7328,57328,2026-02-16,UPI,Refunded
7122,57122,06/11/2025,Net Banking,Paid
294,50294,21-02-2025,UPI,Refunded
5655,55655,28-04-2026,UPI,Paid
1925,51925,2026-03-29,Debit Card,Paid
4429,54429,07/03/2024,Net Banking,Paid
569,50569,01-04-2026,Credit Card,Paid
2370,52370,09-02-2026,Credit Card,Paid
4642,54642,2026-07-27,,Paid
729,50729,19/08/2026,Credit Card,Paid
3726,53726,2024-09-18,UPI,Paid
4806,54806,10/05/2026,UPI,Refunded
3006,53006,20/11/2024,UPI,Paid
4130,54130,2025-08-07,COD,Refunded
4734,54734,11/05/2026,Net Banking,paid
1566,51566,20/07/2026,Credit Card,Paid
2037,52037,2024-06-18,upi,Paid
7218,57218,07/08/2026,UPI,Pending
3314,53314,2026-01-17,UPI,Paid
3554,53554,2025-01-06,Credit Card,Paid
7467,57467,2025-12-01,Credit Card,Paid
1977,51977,2026-05-26,Credit Card,Paid
7931,57931,2025-03-22,UPI,Paid
107,50107,2026-05-10,COD,Paid
4872,54872,2024-04-14,COD,Pending
7945,57945,2024-10-12,Credit Card,Paid
1330,51330,22/02/2024,Debit Card,Paid
7022,57022,18-12-2024,debit card,Paid
2097,52097,01-09-2025,,Paid
7005,57005,22-04-2024,Debit Card,Paid
1170,51170,2024-11-01,UPI,Paid
5136,55136,2025-02-12,UPI,Paid
6458,56458,2024-06-21,Credit Card,Paid
7131,57131,2025-12-07,UPI,Paid
3155,53155,24/01/2024,Debit Card,Paid
2031,52031,12-09-2025,COD,Paid
1227,51227,2024-01-09,UPI,Paid
1504,51504,11-11-2025,UPI,Paid
1636,51636,22/07/2025,Debit Card,Paid
5741,55741,2025-11-22,Debit Card,Paid
5550,55550,2024-04-26,upi,Paid
3425,53425,2024-06-30,Credit Card,Paid
6437,56437,2025-06-01,COD,Paid
2595,52595,2025-02-12,Debit Card,Paid
3970,53970,18-10-2025,Credit Card,Paid
75,50075,16/07/2024,Credit Card,Failed
4001,54001,24-07-2026,Credit Card,Failed
4701,54701,26-01-2025,UPI,Paid
4504,54504,22-10-2024,,Refunded
7556,57556,2024-01-25,Net Banking,Paid
6587,56587,12/04/2026,Credit Card,Failed
1279,51279,16/03/2025,Net Banking,Paid
2427,52427,24-05-2024,UPI,Paid
4433,54433,2024-07-29,UPI,Paid
5420,55420,2024-03-18,COD,Paid
4741,54741,26/06/2024,UPI,Refunded
2022,52022,10/07/2025,Credit Card,Paid
4521,54521,18/01/2025,Credit Card,Paid
968,50968,05/05/2024,Debit Card,Refunded
6625,56625,2025-03-20,Debit Card,Paid
82,50082,09/06/2024,UPI,Paid
1916,51916,22/02/2026,Credit Card,Paid
555,50555,11-01-2026,,Paid
4124,54124,02-03-2024,Credit Card,Paid
999,50999,2024-05-09,Debit Card,Paid
6798,56798,10-04-2024,UPI,Refunded
309,50309,2026-08-15,UPI,Paid
4229,54229,02/04/2024,UPI,Pending
4423,54423,24/04/2024,Net Banking,Paid
2517,52517,11-03-2024,UPI,Paid
7067,57067,2024-07-04,cod,Paid
1289,51289,2024-07-29,COD,Paid
1451,51451,2025-10-05,Debit Card,Refunded
2223,52223,06-03-2026,UPI,Paid
2750,52750,25-09-2025,UPI,PAID
1941,51941,18/05/2026,debit card,Failed
3879,53879,10/03/2025,Debit Card,Paid
3994,53994,24/10/2024,,PAID
6851,56851,2024-11-03,UPI,Paid
4869,54869,28/01/2024,upi,Paid
352,50352,2024-05-21,Credit Card,Paid
2732,52732,2025-10-19,Credit Card,Refunded
3543,53543,19-04-2026,Credit Card,Paid
7038,57038,2024-11-29,credit card,Paid
4122,54122,2024-03-31,COD,Paid
4567,54567,2024-04-23,Net Banking,Pending
7192,57192,07-03-2024,COD,Paid
6471,56471,2025-10-06,Debit Card,Paid
4933,54933,20/04/2026,Credit Card,Failed
7263,57263,2026-01-10,UPI,Refunded
3815,53815,31-07-2025,UPI,Paid
1264,51264,18-04-2025,UPI,Paid
2041,52041,01-07-2025,Cod,Paid
6347,56347,19-03-2024,Credit Card,PENDING
6304,56304,2025-11-16,UPI,Paid
1529,51529,17/02/2024,UPI,Paid
7779,57779,19/07/2024,UPI,Pending
3725,53725,2025-04-26,COD,FAILED
1843,51843,28/03/2024,Credit Card,Paid
4538,54538,2025-07-14,Net Banking,
7193,57193,2024-01-12,Net Banking,Refunded
1954,51954,25/09/2025,COD,Paid
120,50120,21-02-2024,Credit Card,Failed
6414,56414,01/07/2026,UPI,
6887,56887,2025-03-31,Credit Card,Failed
3479,53479,2025-11-11,UPI,Paid
5977,55977,2024-04-20,COD,Paid
7767,57767,2024-02-04,COD,Paid
1813,51813,24-03-2025,Debit Card,Paid
4694,54694,24/06/2025,Debit Card,
3321,53321,03/08/2024,UPI,PAID
286,50286,2025-08-04,Credit Card,Paid
7221,57221,2026-01-22,Debit Card,Paid
2952,52952,2024-10-10,Debit Card,Paid
5688,55688,2025-11-24,UPI,Pending
2403,52403,2026-04-02,Debit Card,Refunded
967,50967,2026-04-02,UPI,Paid
5946,55946,22/03/2025,UPI,Paid
2836,52836,19-04-2024,upi,Paid
1810,51810,11/05/2024,Debit Card,Paid
7185,57185,06-03-2024,UPI,Paid
3346,53346,2026-06-30,Credit Card,Paid
3113,53113,24/04/2025,credit card,Paid
7737,57737,23-06-2026,Credit Card,Paid
5370,55370,19-05-2024,COD,Refunded
260,50260,2024-04-20,Debit Card,Paid
2381,52381,10/07/2026,Debit Card,Refunded
7501,57501,02-06-2025,Net Banking,paid
5860,55860,2026-03-09,Debit Card,Failed
6291,56291,18-04-2025,COD,PAID
7427,57427,2025-01-20,Credit Card,Paid
7041,57041,2025-10-11,Debit Card,Pending
4767,54767,12/10/2024,Credit Card,Paid
888,50888,2025-12-14,Credit Card,Paid
4077,54077,29-10-2024,Credit Card,PAID
3580,53580,27-12-2025,UPI,Paid
1324,51324,26/05/2025,UPI,Paid
549,50549,25/08/2024,Upi,Paid
2165,52165,2026-04-21,COD,Paid
5903,55903,2024-11-20,COD,Paid
2272,52272,2025-04-19,Credit Card,Paid
4187,54187,2025-01-09,Debit Card,Paid
7431,57431,31/05/2025,Debit Card,Paid
1592,51592,2025-01-26,Debit Card,Paid
7578,57578,2024-11-09,Net Banking,Paid
524,50524,23-05-2026,UPI,Paid
311,50311,30/06/2026,UPI,refunded
5356,55356,2024-10-08,COD,Paid
2818,52818,2024-10-13,Credit Card,Pending
6765,56765,12/11/2025,Debit Card,Paid
3840,53840,09-12-2024,Debit Card,Pending
1841,51841,24-01-2025,Debit Card,Pending
376,50376,2026-01-29,UPI,Paid
320,50320,14/12/2024,UPI,Paid
68,50068,15-05-2024,UPI,Paid
7780,57780,21-11-2024,Credit Card,Paid
6273,56273,03/01/2025,UPI,Paid
6906,56906,08/06/2025,Credit Card,Paid
7826,57826,2025-04-25,Credit Card,Paid
4331,54331,2024-05-24,Debit Card,Paid
6332,56332,2026-08-31,Debit Card,Pending
2241,52241,27/07/2025,UPI,Pending
7448,57448,2024-07-11,COD,Paid
620,50620,25/06/2024,Credit Card,Refunded
697,50697,18-04-2025,credit card,Refunded
1819,51819,2025-12-08,UPI,Paid
1043,51043,30/01/2024,UPI,Paid
6506,56506,07/02/2025,COD,Paid
1409,51409,07-08-2025,Credit Card,Paid
4543,54543,15-03-2026,Net Banking,Paid
6712,56712,13-05-2024,COD,Paid
275,50275,09-11-2024,COD,
872,50872,2024-04-27,Debit Card,Paid
1983,51983,16-09-2024,UPI,Paid
1703,51703,2025-07-14,Credit Card,Paid
5631,55631,2025-08-17,UPI,Paid
1421,51421,20-01-2026,UPI,Paid
696,50696,2024-11-18,Debit Card,Paid
5552,55552,2024-03-13,UPI,Pending
3804,53804,,UPI,Paid
4131,54131,2025-07-20,Net Banking,Paid
3764,53764,2024-03-31,Credit Card,paid
6990,56990,25-03-2025,CREDIT CARD,Paid
3910,53910,10-01-2025,Credit Card,Refunded
1104,51104,24/06/2026,UPI,Refunded
4352,54352,29-03-2025,UPI,Pending
295,50295,31/10/2025,UPI,Paid
5732,55732,2025-10-19,Debit Card,Paid
2731,52731,21/03/2025,Credit Card,Failed
7647,57647,2026-07-10,UPI,Paid
4243,54243,2026-06-10,UPI,Paid
7863,57863,03/12/2025,COD,Failed
4332,54332,02-09-2025,UPI,Paid
4620,54620,11/01/2026,Credit Card,Paid
98,50098,04/04/2026,Net Banking,PAID
5945,55945,17/08/2026,DEBIT CARD,Paid
1119,51119,2025-01-13,Credit Card,Paid
2100,52100,09-05-2024,Credit Card,Paid
717,50717,13/03/2024,UPI,Failed
6664,56664,11-03-2024,UPI,Paid
2544,52544,21/04/2024,Debit Card,Paid
2319,52319,2024-05-02,UPI,Paid
2911,52911,2025-12-19,Credit Card,Paid
7042,57042,2025-08-24,Credit Card,
5876,55876,2024-04-04,Credit Card,Paid
2838,52838,2026-01-06,UPI,Paid
4987,54987,2024-09-06,Credit Card,Paid
6411,56411,23/11/2025,UPI,Paid
494,50494,2025-10-24,Upi,Paid
2045,52045,2025-08-20,UPI,Failed
335,50335,24-02-2025,UPI,Paid
1789,51789,27/07/2024,UPI,Paid
3867,53867,10-03-2026,UPI,Paid
4997,54997,07/08/2024,UPI,Paid
2058,52058,15/01/2026,UPI,Refunded
3372,53372,19/06/2026,UPI,Paid
6354,56354,2024-04-14,Debit Card,Paid
3816,53816,2025-02-19,Net Banking,FAILED
5158,55158,20-07-2024,Credit Card,Paid
2013,52013,19/04/2026,Debit Card,Paid
7593,57593,13/10/2024,UPI,Failed
7159,57159,2025-04-20,Credit Card,Paid
6413,56413,2024-07-06,Credit Card,Paid
820,50820,2026-02-23,Debit Card,Paid
2881,52881,04/02/2025,Upi,paid
7895,57895,2026-03-06,Net Banking,Paid
2263,52263,25/04/2024,Credit Card,Paid
6496,56496,2026-07-09,UPI,Paid
3506,53506,27/01/2026,COD,Paid
6750,56750,2024-02-01,UPI,Paid
2599,52599,2025-05-29,Debit Card,Refunded
2478,52478,04/01/2024,COD,Paid
3029,53029,2025-05-01,cod,Refunded
3849,53849,14-06-2025,COD,Paid
3908,53908,27/05/2026,UPI,Refunded
3107,53107,2026-06-25,UPI,Failed
4406,54406,09/07/2024,UPI,Paid
7167,57167,2024-02-11,Debit Card,Paid
885,50885,2026-01-25,UPI,Paid
7898,57898,16-09-2024,debit card,Paid
2569,52569,2024-06-12,Credit Card,Pending
1707,51707,01-06-2026,Credit Card,Failed
5760,55760,25/10/2024,Net Banking,Paid
1754,51754,2026-02-05,UPI,Refunded
3077,53077,23-04-2026,Credit Card,Paid
6281,56281,27/11/2025,Credit Card,Pending
2817,52817,2025-06-05,UPI,Paid
6315,56315,13/10/2024,,PAID
1543,51543,12-11-2025,Net Banking,Paid
5003,55003,27-08-2024,COD,Paid
149,50149,2024-10-25,Net Banking,Pending
7154,57154,2024-09-27,COD,Paid
1901,51901,2025-08-05,Net Banking,Failed
1750,51750,10/12/2025,UPI,Paid
4708,54708,2026-03-26,Credit Card,Pending
2123,52123,2026-03-24,COD,Paid
7923,57923,11/08/2026,UPI,Failed
1537,51537,16/03/2026,Credit Card,Paid
7455,57455,06-03-2026,Upi,Paid
7049,57049,28/05/2024,,PAID
7199,57199,17-05-2025,COD,Paid
6472,56472,2024-06-21,Debit Card,Paid
1610,51610,08/03/2024,Credit Card,Paid
4855,54855,31-07-2025,COD,Refunded
540,50540,2024-10-16,UPI,REFUNDED
7924,57924,08-11-2024,UPI,Paid
5347,55347,12/09/2025,Debit Card,Paid
3297,53297,2025-07-29,COD,Paid
821,50821,08/06/2024,upi,Paid
7140,57140,27-06-2024,Debit Card,Paid
1463,51463,16-07-2024,Net Banking,PAID
959,50959,12/08/2025,credit card,Paid
542,50542,06-05-2025,Debit Card,failed
6245,56245,03-08-2026,Credit Card,Paid
1930,51930,15/12/2024,Credit Card,Paid
5704,55704,21/04/2024,Credit Card,Refunded
7373,57373,2024-05-10,Net Banking,Paid
4546,54546,2025-01-04,UPI,Paid
4926,54926,02/01/2024,Debit Card,Paid
1524,51524,2024-05-13,COD,Failed
2992,52992,04/04/2025,UPI,Paid
1536,51536,26/03/2024,Net Banking,Paid
2109,52109,2025-11-01,Credit Card,Refunded
6943,56943,18/06/2024,Credit Card,Paid
6536,56536,29/07/2024,Net Banking,paid
1672,51672,2024-08-08,UPI,Paid
7695,57695,25/03/2025,UPI,failed
7835,57835,2026-05-20,Net Banking,Paid
1482,51482,2025-04-18,Debit Card,Paid
274,50274,2024-02-09,Net Banking,Failed
199,50199,29/05/2024,Credit Card,Paid
7736,57736,2025-09-14,UPI,Paid
3876,53876,2026-02-02,UPI,Failed
4017,54017,08-07-2025,Credit Card,Paid
6162,56162,2026-01-19,Credit Card,PAID
2394,52394,2026-02-09,Credit Card,Paid
1165,51165,03/10/2024,UPI,Paid
6831,56831,18/04/2024,UPI,Failed
4658,54658,17-04-2025,UPI,Paid
1149,51149,28/04/2026,UPI,Paid
4200,54200,2024-11-03,UPI,Paid
6570,56570,01-01-2025,COD,Paid
2234,52234,2025-10-14,Debit Card,Paid
7499,57499,2026-05-10,Debit Card,Paid
3415,53415,11/03/2026,UPI,Paid
5725,55725,16/07/2025,Credit Card,Failed
4932,54932,2026-07-21,UPI,Paid
6184,56184,19-12-2024,COD,Paid
6739,56739,24-02-2026,Debit Card,Paid
735,50735,17/04/2026,Credit Card,Paid
315,50315,09-09-2025,UPI,Paid
685,50685,2024-04-16,Cod,Pending
4376,54376,14/04/2025,UPI,Paid
6717,56717,2024-07-31,Net Banking,Paid
4619,54619,16/01/2025,Upi,Paid
3670,53670,15/09/2025,Debit Card,Paid
6981,56981,2026-01-04,COD,Paid
4403,54403,04-05-2024,Debit Card,Paid
5553,55553,28-01-2024,Debit Card,Pending
5557,55557,2024-06-30,Credit Card,Paid
5376,55376,09-10-2024,UPI,Paid
3631,53631,16/09/2024,Credit Card,PAID
3331,53331,2024-11-12,UPI,Paid
2177,52177,27-07-2024,Net Banking,Paid
1007,51007,25/06/2025,Credit Card,Refunded
2938,52938,15/08/2025,UPI,Paid
7092,57092,2025-11-05,NET BANKING,Paid
7383,57383,03-10-2025,UPI,paid
7688,57688,11/02/2025,Upi,Paid
1315,51315,07/03/2025,upi,Paid
7417,57417,2026-01-15,UPI,Paid
4188,54188,,Debit Card,Paid
2975,52975,2026-03-13,UPI,Pending
4450,54450,2024-12-05,UPI,Refunded
2939,52939,2026-01-04,UPI,Paid
758,50758,04/01/2024,Credit Card,Paid
1468,51468,24/05/2024,UPI,Paid
7562,57562,02-10-2025,Debit Card,Paid
3805,53805,2024-12-27,UPI,Paid
5681,55681,2025-12-16,Net Banking,PAID
986,50986,15-06-2025,Debit Card,Paid
7337,57337,02/09/2024,UPI,Paid
5918,55918,19-06-2026,UPI,Paid
3001,53001,04-02-2024,Credit Card,Paid
2046,52046,,Net Banking,Refunded
6659,56659,22/09/2024,Debit Card,Paid
7260,57260,2026-02-11,Credit Card,Paid
3691,53691,2026-04-21,Credit Card,Refunded
6121,56121,09/06/2025,Credit Card,Paid
2484,52484,2024-09-01,Credit Card,Paid
2885,52885,02/01/2026,UPI,Refunded
3460,53460,20-12-2025,net banking,Paid
164,50164,2025-06-30,UPI,Paid
7745,57745,2026-04-13,Credit Card,Paid
7609,57609,12/11/2024,Credit Card,Paid
1823,51823,2025-02-09,UPI,Paid
3194,53194,16-06-2024,UPI,FAILED
1129,51129,08/05/2026,UPI,Refunded
1246,51246,20/06/2024,Credit Card,Failed
7714,57714,2024-08-23,Credit Card,Paid
575,50575,2025-08-04,UPI,Pending
1492,51492,12-02-2025,UPI,Paid
7314,57314,2024-04-25,UPI,Paid
5082,55082,2024-09-28,Debit Card,paid
733,50733,24-10-2024,UPI,Paid
956,50956,2026-02-07,Net Banking,Paid
4134,54134,09/08/2026,UPI,Paid
1088,51088,2025-10-06,UPI,Refunded
1967,51967,26-05-2024,UPI,Failed
6866,56866,2024-09-14,Net Banking,paid
5723,55723,19/07/2025,,Paid
7289,57289,27-01-2025,Debit Card,Refunded
7896,57896,27/11/2025,Credit Card,Paid
6748,56748,2024-01-28,,Paid
1846,51846,2024-05-21,Credit Card,Paid
233,50233,13-08-2024,UPI,Paid
4805,54805,08/01/2026,UPI,Paid
5702,55702,21/12/2025,UPI,Paid
6246,56246,28/05/2025,COD,pending
4688,54688,2026-06-29,UPI,Paid
3080,53080,05-04-2026,UPI,Paid
2134,52134,27/01/2026,UPI,Failed
6102,56102,20/12/2025,Upi,Paid
6214,56214,2024-05-05,Credit Card,Paid
1163,51163,07/09/2024,UPI,Refunded
4415,54415,2025-10-02,Credit Card,Pending
6367,56367,08-08-2024,UPI,Paid
22,50022,2025-05-31,UPI,Paid
3298,53298,25-06-2026,Credit Card,REFUNDED
378,50378,2025-08-29,UPI,paid
5314,55314,31-12-2024,upi,Failed
6478,56478,2026-06-08,UPI,Refunded
7127,57127,01-06-2025,COD,paid
4037,54037,2026-06-08,Credit Card,Failed
2221,52221,2024-05-21,UPI,Pending
4247,54247,2025-05-27,COD,Paid
4675,54675,2025-05-23,UPI,PAID
1704,51704,23/06/2024,Credit Card,Paid
5545,55545,29/08/2024,UPI,Failed
2460,52460,2026-03-16,UPI,Paid
7313,57313,13-02-2026,UPI,Paid
5750,55750,2025-09-23,COD,Paid
4079,54079,15/11/2025,Upi,Paid
6034,56034,01-04-2025,Credit Card,Paid
2961,52961,22/07/2024,Credit Card,Paid
5941,55941,2026-02-21,UPI,Paid
2678,52678,10/07/2026,UPI,Paid
5123,55123,20-02-2026,Credit Card,Paid
1751,51751,02-07-2025,UPI,Paid
3547,53547,2025-01-25,Credit Card,Paid
2239,52239,22/07/2025,Credit Card,Paid
4714,54714,2026-03-23,COD,PAID
2906,52906,19/05/2025,UPI,Pending
5378,55378,2024-08-17,UPI,Paid
1929,51929,2026-03-23,COD,Paid
7359,57359,17/08/2025,COD,Paid
5671,55671,2025-02-18,Credit Card,Failed
548,50548,2025-08-11,Debit Card,Pending
2124,52124,2026-08-26,UPI,Paid
1788,51788,23-02-2026,Credit Card,Paid
2151,52151,2025-02-04,UPI,Paid
7916,57916,15-11-2025,Credit Card,Paid
6825,56825,13/05/2026,Credit Card,Paid
5689,55689,28-04-2026,Debit Card,Pending
1041,51041,17-06-2026,UPI,Paid
6516,56516,2026-04-13,Debit Card,Pending
7477,57477,16-08-2025,Net Banking,Paid
228,50228,29/06/2025,COD,Failed
2442,52442,2024-08-11,UPI,Paid
7812,57812,12-10-2024,UPI,Paid
2259,52259,06-10-2025,Credit Card,
2213,52213,2024-08-12,Debit Card,Paid
579,50579,2026-06-15,Credit Card,Paid
4985,54985,27-05-2024,Net Banking,PAID
2323,52323,02-06-2026,UPI,Paid
266,50266,23-06-2026,COD,Paid
6842,56842,2024-09-20,,Paid
3642,53642,2025-03-12,UPI,Pending
6122,56122,10/08/2024,Net Banking,Paid
1912,51912,2024-03-22,UPI,Paid
6656,56656,2026-02-19,UPI,Paid
4410,54410,2024-12-25,Credit Card,PAID
4974,54974,2026-07-07,COD,pending
2279,52279,25-11-2025,Upi,Paid
6562,56562,01-05-2026,UPI,Paid
4764,54764,2025-04-01,COD,Paid
1208,51208,2024-06-07,Net Banking,Paid
1474,51474,2024-09-20,UPI,Paid
5952,55952,03/03/2024,Net Banking,Failed
4010,54010,25-08-2026,Credit Card,Refunded
6732,56732,,UPI,Paid
6181,56181,29-05-2026,Credit Card,Paid
3327,53327,20-02-2025,Credit Card,Paid
4192,54192,2026-07-20,COD,Pending
5596,55596,2025-10-28,UPI,Paid
6115,56115,30/01/2026,UPI,Paid
6640,56640,25/02/2024,Debit Card,Paid
3822,53822,2024-05-02,Debit Card,Paid
4235,54235,25-01-2024,Credit Card,
3195,53195,31/05/2026,credit card,Paid
1870,51870,2025-11-26,UPI,Paid
3699,53699,2026-03-19,COD,Paid
7903,57903,2024-09-25,Debit Card,Paid
2021,52021,23-03-2024,UPI,Paid
7231,57231,24/08/2025,UPI,Paid
2535,52535,29/10/2025,COD,Pending
7223,57223,2024-09-04,UPI,Paid
6551,56551,2024-06-05,Credit Card,Paid
63,50063,01/02/2026,UPI,Paid
3302,53302,13/02/2024,COD,Paid
3769,53769,12/05/2025,upi,Refunded
1073,51073,2024-09-29,UPI,Paid
4354,54354,09-08-2026,,Paid
4780,54780,17/06/2024,UPI,Paid
192,50192,2024-02-27,Net Banking,Paid
5607,55607,2026-05-16,UPI,Paid
1102,51102,08-09-2024,Net Banking,Paid
5620,55620,27/04/2024,UPI,Pending
2393,52393,14-11-2025,UPI,Paid
2657,52657,18/11/2025,Net Banking,paid
6421,56421,07-01-2025,Debit Card,Paid
1081,51081,20-12-2025,UPI,Failed
3087,53087,07-12-2024,UPI,Paid
742,50742,2026-03-17,UPI,Refunded
383,50383,2025-01-07,Debit Card,Pending
7805,57805,04/01/2026,UPI,PAID
1825,51825,2025-11-29,Credit Card,Paid
7027,57027,2024-06-22,UPI,Paid
253,50253,03-09-2024,Credit Card,Pending
3358,53358,2026-05-31,Credit Card,Paid
6598,56598,11/07/2025,Net Banking,Paid
2805,52805,2025-07-05,Debit Card,Paid
4651,54651,11/03/2026,Debit Card,Paid
3952,53952,2026-08-04,Debit Card,Paid
4866,54866,2024-09-09,Credit Card,Refunded
137,50137,2026-05-31,Credit Card,Paid
395,50395,19/08/2024,UPI,Paid
2426,52426,26-02-2025,UPI,Paid
297,50297,2024-10-15,UPI,Paid
2863,52863,23-04-2024,Upi,Paid
1953,51953,01/12/2024,CREDIT CARD,PAID
7589,57589,03/09/2025,Debit Card,Paid
1548,51548,2024-06-14,UPI,paid
3165,53165,2024-09-26,Net Banking,Paid
7958,57958,23/07/2024,upi,Paid
7413,57413,2025-02-20,UPI,Refunded
993,50993,2025-07-04,Net Banking,paid
5539,55539,2025-07-03,UPI,Failed
5896,55896,25-08-2025,Debit Card,Pending
7062,57062,2025-05-15,Debit Card,refunded
5004,55004,2024-09-16,Upi,Paid
7056,57056,19-11-2024,credit card,Paid
3224,53224,08/01/2026,Credit Card,Refunded
2600,52600,2025-07-06,Credit Card,Paid
6174,56174,2026-08-31,UPI,PAID
530,50530,30/11/2025,COD,Refunded
1369,51369,07/03/2025,Debit Card,Failed
3098,53098,22-10-2024,Debit Card,Paid
5117,55117,01-04-2026,Credit Card,Refunded
2140,52140,25/03/2024,Net Banking,Paid
4914,54914,2026-03-29,UPI,Pending
675,50675,2026-08-20,Debit Card,Failed
489,50489,19/04/2026,Upi,Paid
5942,55942,26-02-2025,debit card,Paid
7918,57918,15-11-2024,Net Banking,Paid
1134,51134,2025-05-25,UPI,Paid
870,50870,2025-12-26,UPI,Paid
5569,55569,09/12/2024,UPI,Paid
7391,57391,2024-12-10,UPI,Paid
217,50217,2024-12-01,UPI,Paid
2325,52325,08/10/2025,UPI,Paid
5134,55134,10/01/2026,UPI,Paid
7321,57321,10/02/2024,,Paid
2945,52945,03-03-2024,UPI,Paid
1938,51938,24-03-2024,COD,Paid
6780,56780,06/02/2025,Debit Card,Failed
4598,54598,14/05/2024,UPI,Paid
4479,54479,30/01/2025,UPI,Paid
407,50407,2025-01-18,Credit Card,Paid
3593,53593,06-11-2025,Credit Card,Paid
1146,51146,06/05/2025,UPI,Paid
1215,51215,20/03/2024,UPI,Paid
3540,53540,2025-08-01,Upi,Paid
7184,57184,13/07/2025,upi,Refunded
6996,56996,04-01-2026,UPI,Paid
7084,57084,22-08-2024,UPI,Refunded
5592,55592,12/01/2024,upi,Paid
4356,54356,26/10/2024,Debit Card,Paid
2619,52619,23-07-2026,Debit Card,Refunded
2306,52306,2025-12-18,Credit Card,Paid
5128,55128,2024-03-02,UPI,Paid
5759,55759,2026-07-04,upi,Paid
1211,51211,11-12-2025,Credit Card,Paid
981,50981,26-06-2024,COD,Paid
1629,51629,15-05-2026,Credit Card,Paid
7982,57982,07/03/2024,UPI,Failed
4703,54703,28/02/2026,UPI,Paid
5037,55037,16-02-2026,Credit Card,Paid
6503,56503,03/04/2024,Debit Card,Refunded
3520,53520,15/10/2025,UPI,Paid
4723,54723,27/08/2024,UPI,Paid
4014,54014,15/09/2024,COD,Paid
3955,53955,2026-03-18,Credit Card,Paid
6357,56357,30/01/2024,UPI,Paid
467,50467,2026-01-31,UPI,Pending
423,50423,24/02/2025,UPI,Pending
6613,56613,13/02/2026,Net Banking,Paid
1892,51892,2025-10-07,Credit Card,Paid
4668,54668,08/08/2026,upi,Paid
5384,55384,14/02/2026,UPI,Failed
7299,57299,2025-05-15,Credit Card,Paid
4390,54390,2024-03-22,UPI,Paid
6118,56118,2024-05-02,credit card,Paid
4391,54391,2026-08-31,Credit Card,Paid
2142,52142,06/11/2025,DEBIT CARD,Refunded
7354,57354,09-12-2025,Upi,Paid
4033,54033,24-08-2026,UPI,Paid
4388,54388,2025-05-16,Credit Card,
6602,56602,17/12/2024,Credit Card,Paid
7064,57064,27-04-2024,upi,Paid
3927,53927,30/05/2025,CREDIT CARD,Paid
4819,54819,24-04-2024,Credit Card,Paid
2112,52112,24/03/2024,Credit Card,Paid
6240,56240,23-09-2025,UPI,Refunded
7702,57702,29/07/2025,UPI,Paid
7512,57512,28/01/2025,Debit Card,Paid
832,50832,17/06/2024,UPI,Paid
6868,56868,23-10-2025,Credit Card,Paid
3771,53771,04-11-2025,Debit Card,Pending
1440,51440,29/08/2025,upi,Paid
7252,57252,24/07/2025,Credit Card,Refunded
4530,54530,10/02/2026,UPI,Paid
5011,55011,27/09/2024,Net Banking,Paid
484,50484,21-07-2026,Credit Card,Paid
6620,56620,29/06/2024,COD,Paid
6944,56944,2024-10-12,UPI,Paid
7652,57652,14-06-2024,net banking,Paid
4266,54266,07/09/2025,UPI,Failed
3034,53034,21/07/2026,COD,Failed
674,50674,2025-07-11,UPI,Paid
5782,55782,2024-05-09,Debit Card,FAILED
869,50869,11/06/2024,Debit Card,Paid
4513,54513,2025-07-07,Credit Card,Paid
5189,55189,2025-07-24,UPI,Paid
6877,56877,2024-05-26,Debit Card,Paid
1336,51336,2024-07-04,COD,Paid
4921,54921,2024-10-18,UPI,Paid
3134,53134,27-12-2025,UPI,Paid
3835,53835,2024-12-22,COD,Paid
5928,55928,2026-03-19,Upi,Paid
7712,57712,06/07/2025,Credit Card,Paid
3310,53310,2024-03-19,UPI,Paid
